"index","species","status","error"
4086,"Aritranis director",NA,"Results is empty"
4087,"Rhyparochromus vulgaris",0,NA
4088,"Metalimnobia solitaria",NA,"In argument: `subnationCode == ""QC""`."
4089,"Phasgonophora sulcata",0,NA
4090,"Pilosella officinarum",NA,"No matching species"
4091,"Anathix ralla",0,NA
4092,"Puccinia tanaceti",NA,"No data for Canada"
4093,"Armillaria gallica",0,NA
4094,"Epithemia gibba",NA,"Results is empty"
4095,"Plegadis falcinellus",0,NA
4096,"Xylaria filiformis",0,NA
4097,"Podosphaera mors-uvae",NA,"No data for Canada"
4098,"Errastunus ocellaris",NA,"No matching species"
4099,"Diglyphus websteri",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4100,"Choreia inepta",NA,"Results is empty"
4101,"Cuscuta campestris",0,NA
4102,"Hylurgopinus rufipes",0,NA
4103,"Thecodiplosis pinirigidae",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4104,"Photinus indictus",0,NA
4105,"Paonias myops",0,NA
4106,"Plusiodonta compressipalpis",0,NA
4107,"Erysiphe sedi",NA,"Results is empty"
4108,"Neatus tenebrioides",0,NA
4109,"Aphrodes makarovi",2,NA
4110,"Psathyrella piluliformis",0,NA
4111,"Blaesodiplosis crataegifolia",NA,"In argument: `subnationCode == ""QC""`."
4112,"Duponchelia fovealis",NA,"In argument: `subnationCode == ""QC""`."
4113,"Pristiphora geniculata",1,NA
4114,"Glossonotus acuminata",NA,"No matching species"
4115,"Diploschizia impigritella",0,NA
4116,"Aethes sexdentata",0,NA
4117,"Arenaria serpyllifolia",1,NA
4118,"Erysiphe pisi",NA,"Results is empty"
4119,"Trogoderma variabile",1,NA
4120,"Chrysopa chi",0,NA
4121,"Isonychia bicolor",0,NA
4122,"Acleris robinsoniana",0,NA
4123,"Pineus strobi",0,NA
4124,"Inocybe geophylla",0,NA
4125,"Hylaeus communis",1,NA
4126,"Andrena clarkella",0,NA
4127,"Rhipidia maculata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4128,"Ornithogalum nutans",1,NA
4129,"Cirsium discolor",0,NA
4130,"Neopamera albocincta",0,NA
4131,"Fenusella nana",1,NA
4132,"Enargia fausta",0,NA
4133,"Cloeon dipterum",0,NA
4134,"Zapus hudsonius",0,NA
4135,"Rosa palustris",0,NA
4136,"Hebata alboneura",NA,"Results is empty"
4137,"Argyresthia canadensis",0,NA
4138,"Cladius grandis",1,NA
4139,"Arion subfuscus",1,NA
4140,"Omphale huggerti",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4141,"Aethes biscana",0,NA
4142,"Norvellina chenopodii",0,NA
4143,"Bertamyia notata",0,NA
4144,"Potamogeton zosteriformis",0,NA
4145,"Hemyda aurata",NA,"In argument: `subnationCode == ""QC""`."
4146,"Enallagma vesperum",0,NA
4147,"Mycosphaerella fraxinicola",NA,"No matching species"
4148,"Rhagoletis suavis",0,NA
4149,"Digrammia gnophosaria",0,NA
4150,"Cameraria aceriella",0,NA
4151,"Dytiscus verticalis",0,NA
4152,"Papaipema inquaesita",0,NA
4153,"Hydnellum scrobiculatum",0,NA
4154,"Phalacrus apicalis",NA,"No matching species"
4155,"Myrrhis odorata",1,NA
4156,"Cyclosa conica",0,NA
4157,"Hieracium murorum",1,NA
4158,"Agromyza pseudoreptans",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4159,"Eleutherococcus sieboldianus",NA,"No matching species"
4160,"Geum ternatum",NA,"Results is empty"
4161,"Gymnosporangium juniperi-virginianae",NA,"No data for Canada"
4162,"Neolygus vitticollis",0,NA
4163,"Polytrichum juniperinum",0,NA
4164,"Catocala habilis",0,NA
4165,"Stuckenia pectinata",0,NA
4166,"Platynota idaeusalis",0,NA
4167,"Depressaria radiella",1,NA
4168,"Lestes dryas",0,NA
4169,"Phytolacca acinosa",NA,"Results is empty"
4170,"Eupithecia tripunctaria",0,NA
4171,"Cameraria guttifinitella",0,NA
4172,"Haploa lecontei",0,NA
4173,"Ripiphorus fasciatus",0,NA
4174,"Gyroporus purpurinus",0,NA
4175,"Phaeophyscia orbicularis",0,NA
4176,"Zizia aurea",0,NA
4177,"Lambdina fiscellaria",0,NA
4178,"Crambus girardellus",0,NA
4179,"Draeculacephala paludosa",0,NA
4180,"Apotomis removana",0,NA
4181,"Salix lucida",0,NA
4182,"Carthamus tinctorius",1,NA
4183,"Pluteus cervinus",0,NA
4184,"Neodactria luteolellus",0,NA
4185,"Gyponana gladia",0,NA
4186,"Dacne quadrimaculata",0,NA
4187,"Floerkea proserpinacoides",0,NA
4188,"Arctia caja",0,NA
4189,"Amanita virosa",0,NA
4190,"Ethmia zelleriella",0,NA
4191,"Archips semiferanus",0,NA
4192,"Agonopterix lythrella",0,NA
4193,"Acleris schalleriana",NA,"No matching species"
4194,"Cinara strobi",0,NA
4195,"Apocellus sphaericollis",0,NA
4196,"Obolodiplosis robiniae",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4197,"Trochosa ruricola",1,NA
4198,"Panchlora nivea",NA,"In argument: `subnationCode == ""QC""`."
4199,"Hypsizygus tessulatus",0,NA
4200,"Dacrymyces spathularius",NA,"Results is empty"
4201,"Sternidius alpha",0,NA
4202,"Amaurobius similis",1,NA
4203,"Endomychus biguttatus",0,NA
4204,"Epistrophella emarginata",0,NA
4205,"Leratiomyces ceres",1,NA
4206,"Persicaria orientalis",1,NA
4207,"Osmorhiza claytonii",0,NA
4208,"Trypetoptera canadensis",0,NA
4209,"Chrosomus eos",0,NA
4210,"Romualdius scaber",NA,"No matching species"
4211,"Ectemnius lapidarius",NA,"In argument: `subnationCode == ""QC""`."
4212,"Coelioxys modestus",NA,"No matching species"
4213,"Strongygaster triangulifera",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4214,"Monarda punctata",0,NA
4215,"Psathyrella longicauda",NA,"Results is empty"
4216,"Anthidiellum notatum",0,NA
4217,"Trypodendron lineatum",0,NA
4218,"Mycetinis scorodonius",0,NA
4219,"Physiphora alceae",0,NA
4220,"Prionyx atratus",NA,"No matching species"
4221,"Polia nimbosa",0,NA
4222,"Synchlora aerata",0,NA
4223,"Anthrenus verbasci",1,NA
4224,"Macrophya punctumalbum",1,NA
4225,"Neocoelidia tumidifrons",0,NA
4226,"Caloptilia serotinella",0,NA
4227,"Antennaria parlinii",0,NA
4228,"Argyresthia alternatella",0,NA
4229,"Carpatolechia fugitivella",1,NA
4230,"Temnostoma excentricum",NA,"No matching species"
4231,"Venusia comptaria",0,NA
4232,"Agrilus anxius",0,NA
4233,"Gymnosporangium sabinae",NA,"Results is empty"
4234,"Euphorbia graminea",NA,"No data for Canada"
4235,"Capnoides sempervirens",0,NA
4236,"Amanita citrina",0,NA
4237,"Crocidophora serratissimalis",0,NA
4238,"Calligrapha scalaris",0,NA
4239,"Eubulus bisignatus",0,NA
4240,"Autographa ampla",0,NA
4241,"Galium album",NA,"No matching species"
4242,"Liatris spicata",1,NA
4243,"Chionodes mediofuscella",0,NA
4244,"Psathyrella psammophila",NA,"No matching species"
4245,"Pleurotus citrinopileatus",NA,"No data for Canada"
4246,"Heliria cristata",NA,"No matching species"
4247,"Pycnanthemum muticum",NA,"No data for Canada"
4248,"Viola melissifolia",NA,"No matching species"
4249,"Physciella melanchra",0,NA
4250,"Pediopsoides distinctus",0,NA
4251,"Lamium amplexicaule",1,NA
4252,"Sirex noctilio",1,NA
4253,"Scrophularia lanceolata",0,NA
4254,"Lentinus tigrinus",0,NA
4255,"Spiramater lutra",0,NA
4256,"Brassica napus",1,NA
4257,"Weissia muhlenbergiana",0,NA
4258,"Rivellia steyskali",0,NA
4259,"Amanita farinosa",0,NA
4260,"Dolichopus scapularis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4261,"Nomada maculata",0,NA
4262,"Lycoperdon curtisii",0,NA
4263,"Panaeolus antillarum",0,NA
4264,"Anthrenus museorum",1,NA
4265,"Caloptilia fraxinella",0,NA
4266,"Echinops exaltatus",1,NA
4267,"Glaucomys volans",0,NA
4268,"Nicrophorus orbicollis",0,NA
4269,"Archips argyrospila",0,NA
4270,"Aethes mymara",0,NA
4271,"Agriotes collaris",0,NA
4272,"Phanogomphus spicatus",0,NA
4273,"Tropicus pusillus",0,NA
4274,"Harpalus erraticus",0,NA
4275,"Tricholoma caligatum",0,NA
4276,"Hemipenthes webberi",0,NA
4277,"Gomphaeschna furcillata",0,NA
4278,"Fenusa pusilla",NA,"No matching species"
4279,"Evarcha hoyi",0,NA
4280,"Tyrannus verticalis",0,NA
4281,"Chalcosyrphus libo",0,NA
4282,"Lebia atriventris",0,NA
4283,"Colaspis brunnea",0,NA
4284,"Pardosa modica",0,NA
4285,"Cryptocala acadiensis",0,NA
4286,"Autographa mappa",0,NA
4287,"Collops vittatus",0,NA
4288,"Ooencyrtus kuvanae",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4289,"Lycaena epixanthe",NA,"No matching species"
4290,"Linaria maroccana",1,NA
4291,"Anthaxia quercata",0,NA
4292,"Antennaria howellii",0,NA
4293,"Ammophila urnaria",NA,"In argument: `subnationCode == ""QC""`."
4294,"Pterourus glaucus",0,NA
4295,"Hesperia comma",NA,"No matching species"
4296,"Pontia protodice",0,NA
4297,"Quercus schuettei",NA,"No matching species"
4298,"Euborellia annulipes",1,NA
4299,"Urbanus proteus",NA,"No data for Canada"
4300,"Parides erithalion",NA,"Results is empty"
4301,"Hyalopterus pruni",1,NA
4302,"Gymnopilus luteofolius",0,NA
4303,"Platypsyllus castoris",0,NA
4304,"Heliconius charithonia",NA,"No data for Canada"
4305,"Polygonia satyrus",0,NA
4306,"Limenitis astyanax",NA,"No matching species"
4307,"Mastor vialis",NA,"No matching species"
4308,"Papilio brevicauda",0,NA
4309,"Pyrisitia lisa",0,NA
4310,"Hylephila phyleus",0,NA
4311,"Incisalia niphon",NA,"No matching species"
4312,"Caligo telamonius",NA,"Results is empty"
4313,"Euptoieta claudia",0,NA
4314,"Myscelus assaricus",NA,"Results is empty"
4315,"Celastrina ladon",0,NA
